Samples,DEPTH,VP,VS,GR,NPHI,RHO,SW,SWX,VPVS,IP,IS,VSH,RHOm,RHOfluid,PHI,LFC
283,2.11E+03,2.31E+03,9.14E+02,9.03E+01,4.38E-01,2.26E+00,1.00E+00,1.00E+00,2.53E+00,5.22E+03,2.06E+03,4.76E-01,2.73E+00,1.09E+00,2.85E-01,4.00E+00
284,2.33E+03,3.19E+03,1.58E+03,7.96E+01,3.57E-01,2.25E+00,1.00E+00,1.00E+00,2.02E+00,7.18E+03,3.55E+03,3.55E-01,2.71E+00,1.09E+00,2.83E-01,4.00E+00
285,2.20E+03,2.64E+03,1.09E+03,8.42E+01,3.33E-01,2.21E+00,1.00E+00,1.00E+00,2.41E+00,5.82E+03,2.41E+03,4.06E-01,2.72E+00,1.09E+00,3.13E-01,4.00E+00
286,2.20E+03,2.49E+03,9.46E+02,7.95E+01,3.59E-01,2.20E+00,9.24E-01,1.00E+00,2.63E+00,5.47E+03,2.08E+03,3.54E-01,2.71E+00,1.07E+00,3.09E-01,4.00E+00
287,2.13E+03,2.29E+03,8.24E+02,8.69E+01,4.59E-01,2.24E+00,1.00E+00,1.00E+00,2.78E+00,5.12E+03,1.84E+03,4.37E-01,2.72E+00,1.09E+00,2.97E-01,4.00E+00
288,2.12E+03,2.42E+03,1.02E+03,9.01E+01,3.83E-01,2.32E+00,1.00E+00,1.00E+00,2.37E+00,5.62E+03,2.37E+03,4.73E-01,2.73E+00,1.09E+00,2.49E-01,4.00E+00
289,2.24E+03,2.74E+03,1.41E+03,6.42E+01,3.46E-01,2.17E+00,1.00E+00,1.00E+00,1.95E+00,5.96E+03,3.05E+03,1.79E-01,2.68E+00,1.09E+00,3.19E-01,1.00E+00
290,2.40E+03,3.11E+03,1.45E+03,6.74E+01,3.03E-01,2.18E+00,1.00E+00,1.00E+00,2.14E+00,6.80E+03,3.17E+03,2.16E-01,2.68E+00,1.09E+00,3.14E-01,4.00E+00
291,2.28E+03,3.36E+03,1.65E+03,7.28E+01,2.63E-01,2.24E+00,1.00E+00,1.00E+00,2.04E+00,7.53E+03,3.70E+03,2.77E-01,2.69E+00,1.09E+00,2.81E-01,4.00E+00
292,2.13E+03,2.24E+03,8.25E+02,1.27E+02,4.08E-01,2.22E+00,1.00E+00,1.00E+00,2.72E+00,4.99E+03,1.83E+03,8.96E-01,2.79E+00,1.09E+00,3.35E-01,4.00E+00
293,2.21E+03,2.77E+03,1.08E+03,8.25E+01,3.65E-01,2.19E+00,9.66E-01,1.00E+00,2.56E+00,6.07E+03,2.37E+03,3.87E-01,2.71E+00,1.08E+00,3.20E-01,4.00E+00
294,2.19E+03,2.97E+03,1.29E+03,6.30E+01,3.01E-01,2.17E+00,1.00E+00,1.00E+00,2.30E+00,6.43E+03,2.80E+03,1.67E-01,2.68E+00,1.09E+00,3.22E-01,1.00E+00
295,2.37E+03,3.19E+03,1.50E+03,6.81E+01,2.85E-01,2.21E+00,1.00E+00,1.00E+00,2.12E+00,7.04E+03,3.32E+03,2.24E-01,2.69E+00,1.09E+00,2.99E-01,4.00E+00
296,2.10E+03,2.35E+03,9.84E+02,8.68E+01,4.22E-01,2.23E+00,1.00E+00,9.99E-01,2.39E+00,5.25E+03,2.20E+03,4.36E-01,2.72E+00,1.09E+00,2.98E-01,4.00E+00
297,2.16E+03,1.99E+03,1.08E+03,6.34E+01,3.13E-01,2.13E+00,4.18E-01,7.81E-01,1.85E+00,4.23E+03,2.29E+03,1.71E-01,2.68E+00,9.10E-01,3.12E-01,2.00E+00
298,2.30E+03,3.10E+03,1.39E+03,6.29E+01,2.81E-01,2.20E+00,1.00E+00,1.00E+00,2.22E+00,6.81E+03,3.06E+03,1.65E-01,2.68E+00,1.09E+00,3.00E-01,1.00E+00
299,2.14E+03,2.54E+03,9.93E+02,9.01E+01,4.59E-01,2.29E+00,1.00E+00,1.00E+00,2.55E+00,5.81E+03,2.28E+03,4.74E-01,2.73E+00,1.09E+00,2.65E-01,4.00E+00
300,2.34E+03,3.47E+03,1.66E+03,6.35E+01,2.72E-01,2.28E+00,1.00E+00,1.00E+00,2.09E+00,7.93E+03,3.80E+03,1.71E-01,2.68E+00,1.09E+00,2.48E-01,1.00E+00
301,2.17E+03,2.02E+03,8.23E+02,8.85E+01,4.68E-01,2.23E+00,6.26E-01,9.06E-01,2.46E+00,4.51E+03,1.83E+03,4.55E-01,2.72E+00,9.74E-01,2.83E-01,4.00E+00
302,2.37E+03,3.12E+03,1.51E+03,6.90E+01,2.88E-01,2.21E+00,1.00E+00,1.00E+00,2.07E+00,6.90E+03,3.34E+03,2.34E-01,2.69E+00,1.09E+00,2.99E-01,4.00E+00
303,2.21E+03,3.08E+03,1.12E+03,8.27E+01,4.57E-01,2.25E+00,1.00E+00,1.00E+00,2.75E+00,6.93E+03,2.52E+03,3.89E-01,2.71E+00,1.09E+00,2.85E-01,4.00E+00
304,2.20E+03,2.57E+03,9.89E+02,8.61E+01,4.52E-01,2.21E+00,9.92E-01,1.00E+00,2.60E+00,5.69E+03,2.19E+03,4.28E-01,2.72E+00,1.09E+00,3.09E-01,4.00E+00
305,2.10E+03,2.37E+03,9.66E+02,9.17E+01,4.33E-01,2.24E+00,1.00E+00,9.25E-01,2.45E+00,5.30E+03,2.17E+03,4.91E-01,2.73E+00,1.09E+00,2.97E-01,4.00E+00
